CustomerID,Age,MonthlySpend,Tenure,SupportCalls,PlanType,SubscriptionType,MonthlyCharges,Churn
400,28,91.34539555892673,47,1,Two year,super,952.9669870864404,No
401,44,106.58725630609847,35,1,Two year,super,1196.5825951282088,Yes
402,24,127.4703692086047,38,2,Month-to-month,mobile,946.4477613542755,Yes
403,24,75.04330514616971,46,2,Month-to-month,free,1085.8659532353631,No
404,43,158.59185979993876,1,4,One year,free,1053.3917434498012,Yes
405,65,78.67994340067895,10,0,One year,free,937.2783134721824,No
406,23,37.988450624353824,43,1,Month-to-month,super,1026.3759545069306,No
407,67,92.67391460913753,20,3,One year,super,805.9870664198992,Yes
408,19,127.74346392009564,25,2,Two year,free,1175.7590371158717,No
409,67,97.44665223854877,27,2,One year,mobile,784.2433483910568,No
410,31,129.15447921517202,4,3,One year,free,1137.0533817730231,Yes
411,48,63.6425318669076,45,2,Month-to-month,premium,1174.9197770886112,Yes
412,44,71.99617589690943,38,3,One year,super,1131.4238008551906,Yes
413,39,63.662716159935556,59,3,One year,free,847.6235938664479,Yes
414,26,167.5775144037416,20,0,One year,super,794.5947245917228,No
415,54,129.5735754465357,8,4,One year,mobile,1124.487266158695,Yes
416,53,163.05109545300212,2,4,One year,super,830.4892234118026,Yes
417,27,133.29244151500671,39,3,Two year,mobile,909.0605838320511,No
418,53,105.14179343859071,47,2,Two year,premium,1026.4092284569442,Yes
419,27,54.12652090858706,37,3,Two year,mobile,1358.355837420639,No
420,57,118.78350537705862,20,0,Month-to-month,free,1229.6588400529843,Yes
421,28,98.99073272591235,43,3,Month-to-month,premium,956.2846388577216,Yes
422,68,95.95562767074,34,1,Month-to-month,premium,903.320252881155,Yes
423,56,93.33372144443517,32,2,Month-to-month,super,1114.7111605442215,No
424,65,98.527033538454,21,0,Two year,premium,943.3048555342741,No
425,57,115.61119864969619,20,2,One year,super,820.4159701730889,Yes
426,57,127.63413577189132,50,2,Two year,premium,1157.421019243197,Yes
427,63,79.55640279831375,46,1,Two year,super,880.2611950711411,Yes
428,53,80.38661833827378,38,0,Two year,mobile,1361.1514096178294,No
429,22,50.134400323887164,51,3,Two year,mobile,1093.4269527208633,Yes
430,20,91.94829243824326,33,1,One year,super,947.7555696636558,No
431,34,117.69892239507998,55,3,One year,free,991.8147401566821,No
432,44,108.6100249400582,26,3,Month-to-month,premium,945.2265512200086,Yes
433,35,121.08123082282542,48,2,Month-to-month,free,1172.5202456561237,No
434,52,77.32108132541359,8,3,Two year,mobile,954.3431706781557,Yes
435,26,97.18585317323353,54,2,One year,super,982.2801242867711,Yes
436,44,103.6115003962024,21,2,One year,free,857.5426863552626,No
437,18,89.47927572211175,48,2,One year,premium,933.7795811411659,No
438,32,136.46994112519437,25,1,Two year,mobile,1009.239861981613,Yes
439,66,74.73618622516186,19,0,Two year,free,905.9018530212134,Yes
440,26,98.46336381174842,55,3,Month-to-month,super,1070.660824111976,Yes
441,40,45.84673022816832,20,4,One year,premium,1071.710414410957,No
442,49,93.32213787948966,2,2,Two year,mobile,803.204459765943,No
443,44,116.03706180087153,9,1,Month-to-month,free,942.4405724548274,Yes
444,44,103.04906210404758,34,4,Month-to-month,mobile,856.9841454921715,Yes
445,51,110.36682097781691,45,2,One year,free,826.5555874035725,No
446,69,168.4671950255228,18,0,Two year,free,1097.7086700880495,Yes
447,63,144.19604996880796,57,1,Two year,mobile,1144.438205842674,No
448,27,86.79342478008876,35,1,Month-to-month,premium,994.3111111519886,Yes
449,35,77.17206091238334,18,0,Month-to-month,free,1295.4171804927046,No
450,38,80.94568257373207,54,0,Two year,free,714.1521213573811,Yes
451,44,77.40651554463618,52,3,One year,mobile,917.8222396723548,Yes
452,22,113.12484492872059,9,3,Two year,mobile,890.097872476233,Yes
453,66,71.21630619929684,21,2,Month-to-month,premium,937.2059160769855,Yes
454,65,165.3234996846751,42,1,Two year,premium,1088.00021539267,No
455,21,114.62816413406298,9,0,One year,premium,915.3394107320701,No
456,47,46.66429575001637,50,0,Two year,premium,919.5332640916349,No
457,60,78.12537975339121,19,1,One year,super,1190.1478271949948,No
458,18,77.48379957037716,13,3,One year,mobile,1002.6995144005969,No
459,31,61.287209224587265,59,2,Two year,mobile,874.9607110891509,No
460,47,112.78679584350385,3,0,Two year,super,1267.8521135003953,No
461,46,137.64884847328858,49,3,Two year,super,1076.5525935769192,Yes
462,62,75.05969254191491,40,0,One year,mobile,1077.1402062257382,Yes
463,43,83.17846835242176,24,1,Month-to-month,mobile,1050.1113601292457,No
464,40,36.77530353249442,1,4,Month-to-month,premium,868.2262536100914,Yes
465,56,138.0272694162587,14,4,Two year,mobile,664.5053708682337,Yes
466,45,99.0292396060285,33,2,One year,free,964.7077497903701,Yes
467,20,102.26610989604762,5,4,Month-to-month,super,970.0486236551849,Yes
468,43,63.572285086586774,29,3,Two year,super,1186.7045903194703,No
469,47,100.50402296518229,32,2,Month-to-month,super,1132.430530517694,Yes
470,41,110.4254410313964,14,1,One year,mobile,955.684058805259,No
471,49,139.2146510459787,29,1,One year,free,1120.4156659579273,Yes
472,67,124.91727697921455,25,4,One year,premium,1202.270328773794,Yes
473,19,58.46622910854269,24,3,One year,super,950.7806246724258,No
474,41,126.95270734221026,27,1,One year,premium,1131.5641166592402,Yes
475,40,125.72964928355913,57,4,One year,super,920.0608007794716,Yes
476,25,99.73686877579564,31,3,Two year,premium,956.9867558692391,No
477,18,125.84785700619447,42,4,One year,free,1012.2371451979682,Yes
478,31,100.59807535422826,53,0,Month-to-month,mobile,974.5569872347681,Yes
479,19,62.14327487209695,28,2,Two year,free,960.1183022950484,No
480,51,103.71045873227303,31,1,Month-to-month,premium,1142.168070767599,No
481,36,103.00264891646688,32,0,One year,free,1127.9247338287937,No
482,36,52.42893574809999,36,0,One year,free,1294.0876643111858,No
483,58,125.21317080929757,8,3,One year,mobile,1042.0255525539417,Yes
484,65,51.68053561471041,58,0,One year,free,1009.9448256084953,No
485,47,113.11700030567813,29,2,Month-to-month,premium,1063.6032657948779,No
486,20,138.59153308473748,51,4,Month-to-month,mobile,933.5998107680186,No
487,26,84.84458336564197,40,3,One year,premium,912.2486692226239,No
488,42,97.02166664708245,44,4,One year,mobile,1093.1248958795634,Yes
489,63,74.82803607162171,54,2,Month-to-month,free,966.0075832878056,Yes
490,25,87.99316419220746,7,0,Month-to-month,mobile,1107.8976209197117,Yes
491,43,95.96444938557683,9,4,One year,mobile,986.6275513068899,Yes
492,26,114.24727078267433,30,2,One year,premium,1276.985899490605,No
493,69,91.5825629990454,15,1,One year,super,1274.3638086731876,No
494,65,74.86408851059332,35,0,Two year,free,996.9615203277042,Yes
495,65,110.85201481753805,33,1,One year,mobile,945.1378909568679,Yes
496,29,129.99738703097316,52,2,Two year,super,1249.3496728599064,No
497,64,88.80857406172957,10,0,One year,free,880.303205651343,Yes
498,23,31.862559303203213,43,4,Two year,super,907.8312678153735,Yes
499,31,59.69612206729579,57,4,One year,mobile,989.1039612545999,No
500,24,102.56232678867714,37,4,Two year,free,1063.4236895906938,Yes
501,69,113.1780946945722,49,4,Month-to-month,mobile,882.8800675553266,Yes
502,55,141.44255614266754,53,0,Two year,mobile,870.701301773546,Yes
503,49,76.34131886386749,48,3,Two year,free,1023.071829354358,Yes
504,50,95.50181315815624,25,3,Two year,premium,1059.9227390564383,No
505,35,95.69341434553401,44,1,One year,premium,1091.5858422178935,No
506,24,88.63567627779811,11,0,Two year,free,1034.6260851567,No
507,23,116.39983194062776,50,3,One year,mobile,792.7300868144666,Yes
508,24,132.654421987737,16,2,Two year,super,944.2224257941126,No
509,43,125.94471157171935,46,0,Two year,free,920.199987444194,Yes
510,54,106.69506952305284,23,3,One year,free,880.7042401968523,Yes
511,49,109.11495380950278,57,0,Month-to-month,premium,1212.423028595771,No
512,29,75.42791196001022,56,0,Month-to-month,mobile,853.6224688845757,No
513,63,93.80040128780584,51,0,Month-to-month,premium,915.694945051802,No
514,39,108.62937881971959,14,1,Month-to-month,free,971.9139805663893,Yes
515,43,151.9902827591745,17,2,One year,super,887.6381923780201,Yes
516,30,111.9874037447724,27,3,Month-to-month,free,923.3490123205889,No
517,34,83.62062683320752,0,1,One year,super,1040.2194423228989,Yes
518,66,64.41388441336798,3,1,Month-to-month,mobile,800.658370176174,Yes
519,20,94.0518175052107,55,1,Two year,premium,894.1827649552419,Yes
520,35,67.79829550802015,4,1,One year,mobile,1050.3260877413352,Yes
521,68,142.95176575682598,49,4,One year,premium,1074.783815085304,No
522,40,118.18527304256386,22,3,Two year,super,964.1209818075941,No
523,52,114.55144390823666,31,0,Two year,premium,855.7245505902323,No
524,40,128.01258262477396,37,2,Month-to-month,mobile,1074.9236135682695,Yes
525,59,109.8221407093173,50,1,Two year,premium,706.5837020002587,Yes
526,60,86.01136867103854,50,3,One year,mobile,872.9966639034574,No
527,55,70.39979868518323,11,3,Month-to-month,free,910.9907115957664,No
528,39,105.49942890453826,26,2,Month-to-month,free,1079.4731153737443,Yes
529,23,98.33608216660214,10,4,One year,premium,1251.1672484643598,Yes
530,59,91.70001831156782,7,2,Month-to-month,mobile,1000.697898791087,No
531,22,105.30955803204203,50,4,Two year,super,1054.7140461278377,Yes
532,62,43.63082146506561,57,2,One year,mobile,1221.2238154598615,No
533,61,53.370121923563474,45,4,One year,mobile,1013.6067221471828,Yes
534,25,98.61876759800815,39,4,Month-to-month,premium,829.1957607998072,No
535,37,76.76624882216248,22,4,Month-to-month,premium,834.3351753403415,Yes
536,18,47.906601010306346,26,0,Two year,super,1037.4307633799192,Yes
537,53,114.00135655774297,31,3,Two year,premium,996.5140598425274,No
538,22,143.12042461749567,26,1,Month-to-month,free,647.9421933340088,No
539,44,76.60195938584135,25,1,Month-to-month,mobile,1046.6194405200215,No
540,67,125.27988929257796,52,0,Month-to-month,super,1033.6480499540166,Yes
541,63,111.60212279474041,10,0,One year,premium,1193.815774328066,Yes
542,69,119.70735374744757,50,2,Two year,free,1034.958831661751,Yes
543,39,101.00233622911924,7,0,Month-to-month,mobile,1045.3466395606752,Yes
544,24,107.900537093685,39,0,One year,premium,1218.3523452006984,Yes
545,58,107.81160526591292,20,4,One year,super,901.0207825380069,No
546,51,135.49807048114687,22,3,Two year,super,1128.2456035995758,Yes
547,50,76.36943838392075,0,3,Month-to-month,mobile,1289.9395244343555,Yes
548,18,84.9208066167104,6,1,Month-to-month,free,1137.240151002451,No
549,51,118.29331753732217,30,4,One year,premium,919.4051955861954,Yes
550,49,94.76224351312193,14,2,Month-to-month,mobile,1033.0349025625278,No
551,54,72.89949774020216,6,0,One year,free,989.9226028234267,No
552,54,137.33868470660155,20,0,Month-to-month,free,776.7989020928478,Yes
553,33,89.57542762149613,24,3,Month-to-month,premium,946.8040279301805,No
554,28,79.72803390532974,4,2,Two year,super,911.4060376349132,Yes
555,42,71.3110486452728,47,0,Two year,mobile,1226.1079593504421,Yes
556,19,118.34365854355389,54,1,Month-to-month,mobile,799.5464261340414,No
557,34,111.98800270425922,9,1,Month-to-month,premium,1073.1220319394188,Yes
558,20,105.78065535518624,15,1,Month-to-month,super,1275.1469779676422,Yes
559,57,67.33261457883188,17,3,One year,free,1215.3244330342288,No
560,40,115.12519794354466,59,2,Two year,mobile,1137.4186026750656,Yes
561,66,27.50489774079074,0,4,Two year,free,986.535243406621,No
562,56,70.0811629629758,23,1,One year,free,989.2823967771443,No
563,25,14.57391788463795,2,2,Month-to-month,super,803.9544363756153,Yes
564,23,68.15834123788869,2,3,One year,super,978.6551598090283,Yes
565,67,168.05282825010408,0,1,Month-to-month,free,1036.2582305905212,No
566,51,90.14761928474496,23,2,One year,mobile,1094.073220615517,No
567,51,92.39554943006814,44,0,Two year,free,1116.0259936527248,No
568,39,90.36178970282916,1,1,Two year,super,928.738986173674,Yes
569,18,78.18757749914874,23,2,One year,free,988.5287744124456,Yes
570,66,123.85314766963545,13,4,Two year,super,965.5832492249949,No
571,25,81.0913952429079,9,4,One year,premium,788.512417364244,Yes
572,63,80.7443666348295,34,4,Two year,super,1107.298130306087,Yes
573,57,96.96454037192717,46,3,Two year,super,790.3464045275757,No
574,60,75.97111553995217,41,4,Month-to-month,free,1112.0653546904332,No
575,59,80.35328339395835,47,3,Month-to-month,super,855.86299229359,No
576,19,38.56258632550063,55,4,One year,super,1221.4354744695904,No
577,54,30.82062495035366,56,4,One year,premium,1054.637661291957,Yes
578,52,98.63129398586369,4,1,One year,free,900.8767294296321,Yes
579,65,137.1636346669208,52,1,One year,free,926.3133156971173,No
580,27,95.77886115351228,29,4,One year,premium,1072.273122415771,Yes
581,66,120.61279378590893,29,1,Two year,mobile,929.9293614165134,Yes
582,54,91.29176493354622,31,4,Month-to-month,free,1295.4452541637772,Yes
583,27,130.33514110933586,59,4,Month-to-month,mobile,861.8717148505939,Yes
584,51,75.20857559608127,5,4,Two year,super,1092.9556550253783,No
585,45,127.73346730397984,51,2,One year,super,1048.971894269139,No
586,58,118.69336700802843,57,3,Month-to-month,mobile,988.4184662814534,Yes
587,44,109.41136747155032,42,2,Two year,free,722.4089689006263,Yes
588,36,79.3684089515906,19,3,Month-to-month,free,867.4316889958335,Yes
589,57,126.53240867002296,22,3,Two year,premium,1112.192744249877,Yes
590,53,120.41867875203492,45,1,Two year,mobile,807.5385473842556,Yes
591,50,118.67405071091746,9,1,Month-to-month,super,1350.5498283381755,No
592,66,96.96349399283652,45,1,Month-to-month,mobile,1124.8742022591405,No
593,33,82.22557481172674,56,1,One year,free,1142.2875004500115,No
594,45,77.22878988278819,58,3,Two year,premium,912.9944687829487,Yes
595,53,83.68777711351233,53,2,Two year,free,903.0970140909973,Yes
596,69,94.31271201815514,10,0,Month-to-month,super,1059.5808042813267,No
597,58,108.7968562761624,17,2,One year,premium,1065.6500703123659,No
598,38,134.94915675317685,32,1,Month-to-month,premium,1057.4056557201695,Yes
599,52,95.35538216112738,52,1,Two year,super,1224.3267688942453,Yes
600,68,74.60073007279814,32,0,Month-to-month,premium,948.19096298138,Yes
601,49,61.64652986589739,29,4,Month-to-month,mobile,826.1456152514588,Yes
602,59,141.1332123357513,47,0,Two year,free,1119.4257690265229,No
603,25,60.231337864986706,11,1,Month-to-month,free,933.9173155147619,No
604,28,76.32886385722321,11,4,Two year,free,1064.4202362888461,No
605,36,99.7675950129513,20,1,Two year,free,872.2064882065537,Yes
606,41,119.27963478656777,57,1,Two year,mobile,886.0398505897181,No
607,47,58.017481007019576,17,0,Month-to-month,mobile,1122.3675700523777,No
608,24,104.06572312877822,40,1,Month-to-month,mobile,1229.301369743088,No
609,59,113.71101739114326,56,2,Two year,free,1067.0889288610156,Yes
610,49,138.71025473698384,45,1,Two year,mobile,940.517681878936,No
611,69,159.55546485345326,28,0,Two year,free,1067.8065466767646,No
612,50,109.95143688505475,24,4,Two year,mobile,895.6581853251306,No
613,65,116.883454636962,27,0,One year,premium,1134.0416317910276,Yes
614,56,21.84718852838401,20,1,One year,super,858.7527940281756,No
615,57,111.48349982803664,1,4,One year,mobile,1048.6745877602127,Yes
616,50,137.77676096830913,12,2,Month-to-month,premium,1334.0927657178897,Yes
617,38,89.07598222937995,49,1,Two year,premium,958.8092463868045,No
618,25,79.31660330966696,36,4,Month-to-month,super,1091.2072498067519,Yes
619,62,127.17760573075938,58,2,One year,super,919.2375180742779,Yes
620,49,106.37250367968937,14,2,Two year,premium,1047.1898538549103,Yes
621,51,137.3458768698294,54,1,Month-to-month,premium,780.6695548547465,Yes
622,54,157.65516465705412,35,3,Two year,super,1250.0079646456384,Yes
623,53,57.419995878319,53,1,One year,super,809.5430664081272,Yes
624,44,102.90811834399429,21,1,One year,super,1084.0703932404174,Yes
625,46,66.62192804330289,12,1,Two year,mobile,807.5250100734065,Yes
626,29,59.24140387918843,57,1,Month-to-month,premium,1109.3417208486978,No
627,25,99.62455250503862,35,2,Month-to-month,mobile,912.9864324805664,No
628,27,99.36610741504734,53,4,Two year,free,995.1728213292341,No
629,55,149.96116336070028,15,4,One year,free,980.9459705215637,No
630,66,120.54700142043524,11,3,One year,mobile,1021.5289679545715,No
631,49,108.98095608588653,54,4,Month-to-month,premium,892.4989284098757,Yes
632,30,122.52550783092553,49,3,One year,free,1033.3380135073417,Yes
633,30,59.770303894127544,26,1,One year,mobile,1005.2922690253105,Yes
634,52,143.4443629906768,54,3,Two year,super,940.8470564946547,No
635,30,122.4295373495714,8,3,Two year,free,756.6315343931944,No
636,26,99.08685464463308,31,1,Two year,super,842.3596870247088,Yes
637,59,157.7548655520951,52,2,Month-to-month,premium,1043.5983542085453,No
638,24,125.35576647116625,45,2,Two year,super,805.2875728057716,Yes
639,61,106.01347312715347,55,3,One year,premium,988.9538822271596,Yes
640,64,121.0885978184871,14,3,Month-to-month,free,1026.4400846262565,No
641,67,83.44604776807347,43,3,Two year,free,961.9299920740553,No
642,43,63.56884276936071,1,1,One year,super,1178.5802558920116,Yes
643,63,94.08716658193529,59,0,Month-to-month,mobile,1276.6352629761739,No
644,37,117.41864956495313,5,4,Month-to-month,free,990.6954545951501,No
645,55,102.14769834009138,21,1,One year,free,984.834700663647,No
646,53,110.02583944355491,12,3,Two year,super,1062.3435626122125,Yes
647,30,132.19862210911606,25,0,Month-to-month,super,1151.9755846632202,No
648,26,118.00251437870588,15,3,One year,premium,988.345392149215,Yes
649,45,67.25497380947078,56,2,Month-to-month,premium,1076.710827671276,Yes
650,36,139.63525536583802,22,3,One year,premium,955.2841836136236,Yes
651,61,67.1309863515576,35,1,One year,super,1153.9868986554166,No
652,62,83.20856390628666,8,1,One year,free,824.6057268469871,No
653,60,107.41671789022197,14,2,One year,premium,853.525156719618,No
654,21,155.26287686825998,30,1,Month-to-month,premium,917.1892586979748,No
655,30,118.13567548849375,59,1,Two year,free,1000.5995097087816,Yes
656,29,83.07460225742014,33,0,One year,free,1103.4345750771486,Yes
657,68,100.5038711223505,58,4,Two year,mobile,902.8339165867977,Yes
658,57,63.04115226448362,31,3,One year,super,1111.5274638972535,Yes
659,54,93.69699291834439,47,1,Month-to-month,mobile,810.5905756218204,Yes
660,42,149.21633562247257,41,4,Month-to-month,super,859.5118655678541,No
661,55,103.97795881191234,42,4,Month-to-month,super,953.3198014051089,Yes
662,26,91.09663970673589,54,4,Two year,premium,958.668871331513,Yes
663,47,90.00067294373646,43,4,Two year,premium,1075.845810355351,No
664,24,83.145395256212,50,1,Two year,super,856.6513164241442,No
665,34,123.32193088538547,11,4,Month-to-month,free,1050.7496803088698,No
666,22,96.20182172504907,18,3,One year,premium,968.0893935131364,No
667,26,96.26077980662839,59,2,Two year,super,965.4173239285808,Yes
668,24,126.91495365283455,20,1,One year,mobile,727.7417337050916,No
669,47,86.4078578216734,27,3,Month-to-month,mobile,795.1797067277772,Yes
670,21,98.57488962471842,53,2,Two year,premium,1040.4740567788058,No
671,59,104.75545688462674,20,1,Month-to-month,mobile,905.2812669926698,Yes
672,24,108.39140722122086,57,0,Month-to-month,free,1038.961200474231,No
673,24,141.53500888458098,9,3,One year,super,950.2634424098688,No
674,32,116.43079457038834,20,0,One year,mobile,1155.837917407062,Yes
675,63,93.59725933347221,34,4,One year,premium,891.7504369073366,No
676,68,90.31284220688943,20,2,Two year,free,868.4477059722429,No
677,20,121.61912207741449,9,3,Two year,premium,842.0664299048208,Yes
678,49,55.40872398470756,5,1,One year,mobile,1105.3811756766042,No
679,22,101.23069190858082,37,4,One year,super,1041.073175450828,Yes
680,23,125.78609618036373,9,0,Two year,super,802.4337590105791,Yes
681,50,62.85258636371205,30,2,Month-to-month,premium,1288.9129672206145,Yes
682,29,100.80194560338778,0,3,One year,premium,857.5615153540384,No
683,26,200.19179026082065,37,1,One year,premium,1122.950144097875,Yes
684,38,53.60769557881534,19,0,Month-to-month,mobile,1188.712759998258,Yes
685,54,71.19990947106706,27,0,Two year,super,1159.9388038422871,Yes
686,42,125.72787213919909,58,3,Month-to-month,free,1146.5363501108204,No
687,19,117.30796486612809,17,0,One year,premium,1013.304460404462,No
688,34,100.31018611172,13,0,Month-to-month,premium,966.7543210034842,No
689,65,83.33682377260561,22,3,Month-to-month,mobile,1184.913098701923,Yes
690,28,107.16411827120857,7,1,Month-to-month,mobile,869.187176968434,No
691,64,96.03791664645428,58,1,Month-to-month,super,982.9824120429943,No
692,63,97.71257745954343,17,0,Month-to-month,mobile,981.5600999676946,No
693,64,115.30975573866696,40,4,Two year,premium,1031.0154758631004,Yes
694,38,137.60705553556417,24,1,Month-to-month,premium,1151.6767524472416,No
695,25,15.3714725654078,34,0,Two year,mobile,1074.821877670605,No
696,64,146.25557086737587,49,1,One year,premium,1032.2145660276187,No
697,53,117.47016074293924,13,1,One year,free,939.5460533603347,Yes
698,64,138.0671155110634,15,2,One year,premium,1130.6182245801347,Yes
699,64,153.9439222626679,40,3,One year,mobile,1070.233516834879,Yes
700,36,88.51815780905541,13,0,Month-to-month,mobile,945.6475245924037,Yes
701,54,123.24194574075554,39,2,Month-to-month,super,882.2793785095489,Yes
702,54,169.7179198287813,3,1,One year,super,764.3356998334405,Yes
703,43,80.76953714729838,52,4,One year,super,860.0269915469097,Yes
704,65,123.26156437578713,12,4,One year,premium,1059.7517578135191,No
705,59,108.77968950334224,3,0,Month-to-month,super,880.9570467505985,Yes
706,32,46.57202425320602,42,0,Month-to-month,super,1096.4702520010833,No
707,62,136.4328502360064,0,4,One year,premium,981.9665821039569,Yes
708,68,60.229706945697146,11,2,One year,free,853.222181210497,Yes
709,20,92.13975903511466,28,4,Two year,mobile,1045.9782459589067,Yes
710,51,72.19895117100619,20,3,Month-to-month,free,1165.1210115251538,Yes
711,67,114.47822580336474,30,1,Month-to-month,super,1108.477431956971,Yes
712,49,120.85749026681496,19,1,Two year,free,1188.3750699717918,Yes
713,27,88.08766350668483,10,0,Two year,premium,831.3999829608135,No
714,64,129.73292332618445,42,2,Two year,super,732.1212008850569,No
715,27,97.6310030145916,18,0,One year,premium,1027.2088773457658,No
716,37,142.53436104093734,27,4,One year,super,885.3160353931198,Yes
717,40,70.44706533792586,44,1,Two year,free,1056.5944114713795,No
718,62,102.16526356480719,7,2,One year,premium,1211.4247481767752,Yes
719,32,66.9613150677805,44,4,One year,premium,825.9593817698321,No
720,60,106.17320346261931,25,2,Month-to-month,premium,816.2800773768753,Yes
721,33,113.67022811605963,41,1,Month-to-month,super,905.2279045638209,Yes
722,31,124.31269395736899,25,3,Month-to-month,premium,971.3927873066393,Yes
723,48,123.60041685981896,48,4,Month-to-month,premium,866.4174705645111,Yes
724,43,127.78422992336735,1,4,Month-to-month,premium,860.1229993506934,Yes
725,18,104.47206502923449,50,4,Month-to-month,premium,1028.3462070793137,No
726,48,103.63131075734897,49,3,One year,premium,1092.1619392988425,No
727,25,80.1083467296579,55,3,Month-to-month,mobile,1003.8950187169474,No
728,54,87.35302582794714,16,3,Month-to-month,super,945.6643230373109,No
729,50,138.7261546607652,55,4,Month-to-month,mobile,873.0534295515566,No
730,44,70.75200373746661,47,4,Month-to-month,free,763.2043984316783,Yes
731,33,139.20169361303437,6,1,Two year,free,963.0145709025278,Yes
732,30,90.89344076192127,41,3,One year,super,887.6611594098455,Yes
733,46,63.698710940368386,47,3,One year,mobile,915.3369709591939,No
734,26,109.44739171292359,14,1,One year,free,939.7202852736862,No
735,69,64.14384705006911,54,3,Two year,free,1198.000305851594,No
736,38,59.67883242042279,45,4,One year,super,1048.4359832276266,No
737,61,94.26585372404087,59,4,Two year,mobile,1030.952334138436,No
738,43,100.22356096813459,28,4,Two year,super,1124.0045602503437,Yes
739,49,101.7681805067656,5,4,Two year,premium,850.0184924310021,Yes
740,29,145.2408472550807,39,3,Month-to-month,mobile,1010.1981754533688,Yes
741,30,90.79370265053628,42,1,Month-to-month,free,888.5444655233257,Yes
742,43,109.26327019024173,37,4,One year,super,954.3629184733768,Yes
743,57,105.39675438059967,20,2,Month-to-month,free,1001.2473295936272,No
744,48,116.7544695580761,12,2,One year,premium,1040.0686200695961,Yes
745,68,102.90623854697691,16,2,One year,free,1242.9685673207914,Yes
746,38,110.97760456182826,40,0,Two year,super,949.5972821922085,Yes
747,20,116.37315723667004,21,3,One year,premium,1030.9263846595352,Yes
748,39,91.02044752845771,35,3,One year,super,1166.180554050341,No
749,57,68.05004974356147,34,0,Two year,mobile,1118.6071586364203,No
750,51,147.71885729148534,36,4,Two year,free,1238.5875881380987,Yes
751,34,135.45098398348972,29,2,Month-to-month,free,1089.2470263700895,No
752,23,86.59024151354689,56,0,Two year,super,1043.782442856992,Yes
753,59,118.85173742906122,59,1,One year,free,928.4628765276101,No
754,33,91.89209705720275,26,3,One year,premium,868.0135305340235,Yes
755,38,83.9788360622807,51,0,Month-to-month,super,1054.7218765058492,No
756,61,100.19377759675233,51,4,Two year,mobile,1346.8999963116846,No
757,29,113.18252276999216,28,2,Month-to-month,mobile,996.3426432511507,Yes
758,29,102.81844256869991,8,0,One year,free,935.587157707236,Yes
759,62,111.70455049808228,31,4,Two year,free,786.355304149155,No
760,27,107.05604031036371,17,3,Two year,premium,831.9422587341794,No
761,23,54.02122978270131,46,2,Two year,premium,1219.114462221377,No
762,67,81.61598492143621,2,2,Month-to-month,super,1055.0691793705375,Yes
763,32,147.2368423484044,3,0,Two year,free,1176.5876092077322,No
764,24,81.25073552775739,22,4,Two year,mobile,848.4617500120827,Yes
765,65,131.87915063547766,36,3,Two year,premium,1295.126993239544,No
766,49,39.4202375279091,14,4,Two year,super,1091.0318977739776,No
767,48,76.63157199566216,55,3,Month-to-month,free,1237.5841106511816,No
768,57,147.17364565871964,11,4,Month-to-month,super,1011.1124909266025,No
769,50,108.29241159415027,38,4,Month-to-month,premium,856.2505944234872,No
770,68,101.86678483394817,43,1,One year,premium,985.3913606687992,Yes
771,29,102.05773446970755,44,0,Two year,free,1041.1619773263858,Yes
772,63,100.83486685312107,55,4,Month-to-month,super,875.9788684460882,Yes
773,46,38.259637690486265,20,1,Month-to-month,mobile,1113.674504385579,Yes
774,46,145.82876299043167,22,1,Two year,premium,1102.0224567376179,Yes
775,66,86.22921603894721,41,2,Two year,free,1212.028417006442,No
776,18,74.62618645899917,44,2,One year,premium,993.4848061688747,No
777,20,76.80137702155083,15,4,Month-to-month,mobile,882.1349798447206,Yes
778,35,67.47614437753168,11,4,Two year,super,1089.6325352410527,Yes
779,25,168.41255792050083,25,2,Two year,mobile,913.4128661879483,No
780,44,65.9413967777987,31,2,Two year,mobile,1047.2029303164115,No
781,18,53.71987800774209,40,4,One year,premium,1122.4079293536015,No
782,51,68.08039377575116,42,2,Month-to-month,mobile,1064.3251584885293,No
783,18,175.8293522809798,34,1,Month-to-month,free,945.5548220697817,Yes
784,52,135.91786015332616,23,2,Two year,super,1288.2583729821527,No
785,52,88.37638410270256,35,3,Two year,mobile,917.2015771827867,Yes
786,45,66.1917409067371,17,3,One year,mobile,989.4347697915247,Yes
787,38,89.83675463522837,19,0,One year,premium,966.2696268828818,Yes
788,67,125.48685061620986,34,4,One year,premium,928.2519240030138,Yes
789,29,51.77773160673086,40,1,Two year,super,736.1147728794547,Yes
790,44,130.0286206185261,4,2,Two year,mobile,960.4808419359081,No
791,50,71.46017391314138,38,1,Two year,free,1216.800892336182,Yes
792,36,83.50042847636085,1,3,Two year,free,1132.355042877713,No
793,33,150.50251051006438,36,0,Two year,mobile,1029.2551815057584,No
794,50,50.56317539365931,10,2,Two year,super,1132.695472818719,No
795,27,66.58191676052505,27,1,Month-to-month,premium,1144.2153781261434,Yes
796,65,149.34345765567784,12,0,One year,mobile,1104.8739946813039,No
797,51,117.82853952491931,5,4,Month-to-month,premium,1070.2125700056947,Yes
798,55,44.48252315230737,19,3,Two year,premium,1136.0176828157366,No
799,38,80.20991651908498,41,0,Two year,premium,1011.9967813934577,No
800,22,143.32297007248357,51,1,Month-to-month,mobile,925.5874086850195,Yes
